Title,Pre-send,Send,Post-send
,"• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/creating_a_subscriber.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/creating_a_list.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/adding_subscribers_to_a_list.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/adding_an_attribute_via_the_web_service_api.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/creating_an_email_send_definition_using_the_web_service_api.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/creating_a_data_extension_using_web_service_api.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/adding_data_to_data_extension_object.html
• Importing Data","• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/scheduling_an_email_send_definition.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/starting_an_email_send_definition.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/starting_a_triggered_send_definition_via_the_web_service_api.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/sms_api_scenario_guide.html","• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/refreshing_a_group.html
• Retrieve email tracking details"
