Prepare Information,Create Import Definition,Start Import Definition
Create Portfolio ObjectsCreate CSV FilesCreate Tab-Delimited FilesGet File Import Locations,• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/creating_an_import_definition.html,"• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/starting_an_import_definition_via_the_web_service_api.html
• https://developer.salesforce.com/docs/marketing/marketing-cloud/guide/retrieving_the_results_of_an_import.html"
